dataset,market,category,position_change_metric,horizon,increase_n,increase_mean_return,increase_median_return,increase_hit_rate,increase_stdev,decrease_n,decrease_mean_return,decrease_median_return,decrease_hit_rate,decrease_stdev,mean_diff_up_minus_down,welch_t,normal_p_approx
tff_disaggregated,sp500,asset_mgr,long_oi_pct_change,1w_post_release,183,0.002523757984252563,0.0019320868389702817,0.5519125683060109,0.02149991294348735,353,0.0029686493247236515,0.004667783812158044,0.6147308781869688,0.024527012275057578,-0.0004448913404710886,-0.21631069799205274,0.828745570669987
tff_disaggregated,sp500,asset_mgr,long_oi_pct_change,2w_post_release,183,0.006387521544705703,0.006856233296651304,0.6229508196721312,0.028481433254123414,352,0.005165506051340398,0.008738067791259074,0.6619318181818182,0.03278115401094951,0.0012220154933653042,0.4466460781685614,0.6551306204273989
tff_disaggregated,sp500,asset_mgr,long_oi_pct_change,4w_post_release,182,0.011554463218452968,0.01607816589917266,0.6868131868131868,0.042523327950544816,350,0.010849565092231112,0.01720995047356788,0.6857142857142857,0.04814204771634761,0.0007048981262218566,0.17323378003129739,0.8624676724013798
tff_disaggregated,sp500,asset_mgr,long_oi_pct_change,13w_post_release,178,0.0372628708444591,0.04378316215807476,0.7415730337078652,0.07120716332521465,345,0.034542666435685605,0.04505994311704198,0.7594202898550725,0.0707646582602792,0.002720204408773498,0.41482429086729833,0.6782705360189991
tff_disaggregated,sp500,asset_mgr,short_oi_pct_change,1d_post_release,214,0.0005789528590784508,0.001201241321445834,0.5981308411214953,0.014043488507759163,322,0.00040592245764017236,0.000871104260109834,0.5372670807453416,0.010246119319270445,0.00017303040143827847,0.15491059058177759,0.8768918043622824
tff_disaggregated,sp500,asset_mgr,short_oi_pct_change,2d_post_release,214,0.0011337472277171937,0.0026104805723788926,0.5981308411214953,0.01428376514455074,322,0.001633271336645593,0.0013885187734797855,0.5590062111801242,0.012853686379917718,-0.0004995241089283994,-0.412493395416676,0.67997782060639
tff_disaggregated,sp500,asset_mgr,short_oi_pct_change,3d_post_release,214,0.00153234708508352,0.0022554204134476175,0.5747663551401869,0.02038144740773456,322,0.0026513902844462465,0.0019496247381450837,0.5745341614906833,0.016040539943917215,-0.0011190431993627265,-0.6760137586478319,0.49903190965863303
tff_disaggregated,sp500,asset_mgr,short_oi_pct_change,1w_post_release,214,0.0016538170646189813,0.0026287893824520348,0.5560747663551402,0.0255759689745243,322,0.0035896399717925643,0.005057511219714539,0.6180124223602484,0.02205171926063204,-0.001935822907173583,-0.9058505939496738,0.3650149376673547
tff_disaggregated,sp500,asset_mgr,short_oi_pct_change,2w_post_release,214,0.006132736311401363,0.010322990401261611,0.6448598130841121,0.03418071381643605,321,0.0052173489162401,0.007474372246160987,0.6510903426791277,0.029370625824078105,0.0009153873951612624,0.3207096370508936,0.7484304434640012
tff_disaggregated,sp500,asset_mgr,short_oi_pct_change,4w_post_release,211,0.013398185659187366,0.018911894528981232,0.7298578199052133,0.04447672504356304,321,0.009573965464021167,0.014194535715893242,0.6573208722741433,0.0473989855243521,0.003824220195166199,0.9450672769881618,0.34462453012727845
tff_disaggregated,sp500,asset_mgr,short_oi_pct_change,13w_post_release,206,0.03644657964093532,0.04567003783450707,0.7427184466019418,0.07296542985183047,317,0.03483285654445609,0.04354136429608135,0.7602523659305994,0.06956536972783164,0.0016137230964792318,0.2516822912441954,0.8012866460123753
tff_disaggregated,sp500,dealer,net_oi_pct_change,1d_post_release,297,0.00026562462668890265,0.0008835217690965624,0.5420875420875421,0.013594450396141202,239,0.0007351984480180748,0.001018020225231675,0.5857740585774058,0.009388545387379233,-0.0004695738213291722,-0.4716871314920275,0.637150123719459
tff_disaggregated,sp500,dealer,net_oi_pct_change,2d_post_release,297,0.0012749577676090386,0.0017585173130429954,0.5723905723905723,0.013580900171194229,239,0.0016312670299224936,0.0015946406921070189,0.5774058577405857,0.013270463732679537,-0.000356309262313455,-0.3057739198107337,0.7597767869628165
tff_disaggregated,sp500,dealer,net_oi_pct_change,3d_post_release,297,0.0019210454830915758,0.0021395002709763133,0.5589225589225589,0.018488362504453387,239,0.0025569851017630406,0.0022321979409936077,0.5941422594142259,0.017150192166438816,-0.0006359396186714648,-0.4120822543248189,0.6802791350736209
tff_disaggregated,sp500,dealer,net_oi_pct_change,1w_post_release,297,0.0029572779835536226,0.004264814133235095,0.6127946127946128,0.023992666266525322,239,0.0026421312202102166,0.0025331367052392473,0.5690376569037657,0.02296342238862961,0.00031514676334340594,0.15480088872111744,0.8769782905589669
tff_disaggregated,sp500,dealer,net_oi_pct_change,2w_post_release,296,0.004738831666084028,0.008523516037231671,0.6554054054054054,0.03366395364240204,239,0.006629625102895782,0.007830599137362837,0.6401673640167364,0.02827073582243202,-0.0018907934368117543,-0.7059985799683892,0.48018902054018814
tff_disaggregated,sp500,dealer,net_oi_pct_change,4w_post_release,293,0.010976265259807874,0.017181167690656807,0.6723549488054608,0.04516153630044245,239,0.011231022455713901,0.01611869594417925,0.702928870292887,0.04766173774733825,-0.00025475719590602706,-0.06278208859152017,0.9499400289616365
tff_disaggregated,sp500,dealer,net_oi_pct_change,13w_post_release,289,0.035621092088821284,0.0437809975311394,0.7474048442906575,0.06756013289205118,234,0.03527997998699104,0.04576016089320267,0.7606837606837606,0.07487939677457225,0.0003411121018302432,0.05410057300378061,0.9568550357268953
