market,market_label,horizon,bucket_type,bucket,observations,avg_return_pct,median_return_pct,hit_rate_pct,avg_drawdown_pct,worst_drawdown_pct,volatility_pct,sharpe_like,unconditional_avg_return_pct,diff_vs_unconditional_pct,welch_t_stat_vs_rest,approx_p_value_vs_rest
nq,NASDAQ-100,1w,score_intensity,Extreme Positive,20,0.042199,0.403998,55.0,-1.414052,-4.952075,2.279516,0.018512,0.399318,-0.357119,-0.704032,0.481413
nq,NASDAQ-100,2w,regime,Mixed,403,0.747389,1.142672,62.282878,-2.368985,-18.006902,4.185645,0.17856,0.807733,-0.060344,-0.988352,0.32298
nq,NASDAQ-100,2w,regime,Risk-On,52,1.275397,1.743334,71.153846,-1.987594,-10.5476,3.546878,0.359583,0.807733,0.467664,0.988352,0.32298
nq,NASDAQ-100,2w,score_sign,Positive,114,0.876372,1.456248,65.789474,-2.188924,-10.5476,3.864435,0.226779,0.807733,0.068639,0.214193,0.830396
nq,NASDAQ-100,2w,score_sign,Zero,252,0.921496,1.332311,63.888889,-2.246247,-18.006902,4.257376,0.216447,0.807733,0.113763,0.661659,0.50819
nq,NASDAQ-100,2w,score_sign,Negative,89,0.397697,0.579568,58.426966,-2.724316,-14.159821,4.047448,0.098259,0.807733,-0.410036,-1.061152,0.288621
nq,NASDAQ-100,2w,score_intensity,Mild Positive,62,0.541705,1.033669,61.290323,-2.357782,-10.144746,4.110572,0.131783,0.807733,-0.266028,-0.5481,0.583623
nq,NASDAQ-100,2w,score_intensity,Zero,252,0.921496,1.332311,63.888889,-2.246247,-18.006902,4.257376,0.216447,0.807733,0.113763,0.661659,0.50819
nq,NASDAQ-100,2w,score_intensity,Mild Negative,89,0.397697,0.579568,58.426966,-2.724316,-14.159821,4.047448,0.098259,0.807733,-0.410036,-1.061152,0.288621
nq,NASDAQ-100,2w,score_intensity,Risk-On,32,1.375347,1.600267,68.75,-2.177085,-10.5476,4.138967,0.332292,0.807733,0.567615,0.804876,0.420891
nq,NASDAQ-100,2w,score_intensity,Extreme Positive,20,1.115477,1.858302,75.0,-1.684408,-6.513602,2.402892,0.464223,0.807733,0.307744,0.561302,0.574592
nq,NASDAQ-100,4w,regime,Mixed,400,1.503347,2.155257,64.0,-3.571672,-27.050225,6.254003,0.240382,1.594659,-0.091312,-1.113809,0.265361
nq,NASDAQ-100,4w,regime,Risk-On,52,2.29706,3.141272,71.153846,-2.813326,-13.500987,4.617554,0.497463,1.594659,0.702401,1.113809,0.265361
nq,NASDAQ-100,4w,score_sign,Positive,114,1.017732,2.525345,64.912281,-3.479244,-15.456383,5.850522,0.173956,1.594659,-0.576927,-1.201013,0.229746
nq,NASDAQ-100,4w,score_sign,Zero,251,1.988131,2.421254,65.338645,-3.363482,-27.050225,6.440291,0.308702,1.594659,0.393472,1.561457,0.118416
nq,NASDAQ-100,4w,score_sign,Negative,87,1.215443,1.274325,63.218391,-3.840159,-17.343057,5.27811,0.23028,1.594659,-0.379216,-0.717873,0.472836
nq,NASDAQ-100,4w,score_intensity,Mild Positive,62,-0.055253,1.876333,59.677419,-4.037756,-15.456383,6.558605,-0.008425,1.594659,-1.649912,-2.157642,0.030956
nq,NASDAQ-100,4w,score_intensity,Zero,251,1.988131,2.421254,65.338645,-3.363482,-27.050225,6.440291,0.308702,1.594659,0.393472,1.561457,0.118416
nq,NASDAQ-100,4w,score_intensity,Mild Negative,87,1.215443,1.274325,63.218391,-3.840159,-17.343057,5.27811,0.23028,1.594659,-0.379216,-0.717873,0.472836
nq,NASDAQ-100,4w,score_intensity,Risk-On,32,2.301261,2.184429,68.75,-2.972516,-10.7954,4.56542,0.504063,1.594659,0.706602,0.882442,0.377538
nq,NASDAQ-100,4w,score_intensity,Extreme Positive,20,2.29034,3.735874,75.0,-2.558622,-13.500987,4.819235,0.47525,1.594659,0.695681,0.651398,0.51479
nq,NASDAQ-100,13w,regime,Mixed,393,4.714517,5.015594,69.211196,-6.548257,-27.321329,10.350014,0.455508,5.08427,-0.369753,-3.009295,0.002619
nq,NASDAQ-100,13w,regime,Risk-On,50,7.990524,8.700709,96.0,-4.233625,-25.123392,6.754766,1.182946,5.08427,2.906255,3.009295,0.002619
nq,NASDAQ-100,13w,score_sign,Positive,110,4.678749,5.531935,77.272727,-5.983884,-25.601366,9.693544,0.482667,5.08427,-0.40552,-0.49966,0.617314
nq,NASDAQ-100,13w,score_sign,Zero,250,5.340572,5.344987,68.8,-6.243232,-27.321329,10.703408,0.49896,5.08427,0.256302,0.622266,0.533767
nq,NASDAQ-100,13w,score_sign,Negative,83,4.849711,5.283174,75.903614,-6.820611,-21.510094,8.479879,0.571908,5.08427,-0.234558,-0.267234,0.789289
nq,NASDAQ-100,13w,score_intensity,Mild Positive,60,1.918937,3.280593,61.666667,-7.442434,-25.601366,10.89321,0.176159,5.08427,-3.165333,-2.451371,0.014231
nq,NASDAQ-100,13w,score_intensity,Zero,250,5.340572,5.344987,68.8,-6.243232,-27.321329,10.703408,0.49896,5.08427,0.256302,0.622266,0.533767
nq,NASDAQ-100,13w,score_intensity,Mild Negative,83,4.849711,5.283174,75.903614,-6.820611,-21.510094,8.479879,0.571908,5.08427,-0.234558,-0.267234,0.789289
nq,NASDAQ-100,13w,score_intensity,Risk-On,30,8.404318,9.064074,100.0,-4.127863,-16.192296,5.392897,1.558405,5.08427,3.320048,3.217419,0.001293
nq,NASDAQ-100,13w,score_intensity,Extreme Positive,20,7.369834,6.941832,90.0,-4.392266,-25.123392,8.520743,0.864929,5.08427,2.285565,1.216397,0.223834
nq,NASDAQ-100,26w,regime,Mixed,383,10.181201,12.027134,76.762402,-9.054433,-32.834948,14.097956,0.722176,10.393187,-0.211986,-1.131163,0.257986
nq,NASDAQ-100,26w,regime,Risk-On,47,12.120645,11.071832,89.361702,-4.444568,-26.175459,10.666592,1.136318,10.393187,1.727458,1.131163,0.257986
nq,NASDAQ-100,26w,score_sign,Positive,107,8.463331,9.83751,75.700935,-7.384954,-26.175459,12.797049,0.66135,10.393187,-1.929856,-1.756105,0.07907
nq,NASDAQ-100,26w,score_sign,Zero,240,10.734971,12.608979,75.0,-8.797286,-32.834948,14.989167,0.716182,10.393187,0.341784,0.592655,0.553412
nq,NASDAQ-100,26w,score_sign,Negative,83,11.892784,11.780675,90.361446,-9.339804,-28.633694,10.845361,1.096578,10.393187,1.499597,1.310039,0.190183
nq,NASDAQ-100,26w,score_intensity,Mild Positive,60,5.598435,7.456615,65.0,-9.688256,-25.640576,13.656936,0.409933,10.393187,-4.794752,-2.93206,0.003367
nq,NASDAQ-100,26w,score_intensity,Zero,240,10.734971,12.608979,75.0,-8.797286,-32.834948,14.989167,0.716182,10.393187,0.341784,0.592655,0.553412
nq,NASDAQ-100,26w,score_intensity,Mild Negative,83,11.892784,11.780675,90.361446,-9.339804,-28.633694,10.845361,1.096578,10.393187,1.499597,1.310039,0.190183
nq,NASDAQ-100,26w,score_intensity,Risk-On,27,13.699861,13.092293,92.592593,-4.053891,-16.192296,9.00753,1.520934,10.393187,3.306674,1.888074,0.059016
nq,NASDAQ-100,26w,score_intensity,Extreme Positive,20,9.988704,9.724018,85.0,-4.971983,-26.175459,12.494083,0.799475,10.393187,-0.404483,-0.147493,0.882743
nq,NASDAQ-100,52w,regime,Mixed,356,22.412041,25.099692,85.393258,-11.233459,-35.540426,22.124992,1.012974,22.099806,0.312235,0.858811,0.390445
nq,NASDAQ-100,52w,regime,Risk-On,47,19.734792,17.423553,87.234043,-7.999228,-28.139499,19.802139,0.996599,22.099806,-2.365015,-0.858811,0.390445
nq,NASDAQ-100,52w,score_sign,Positive,107,19.268988,17.93179,79.439252,-10.692076,-28.910308,21.57734,0.89302,22.099806,-2.830818,-1.577019,0.114791
nq,NASDAQ-100,52w,score_sign,Zero,225,23.092589,27.285958,85.333333,-10.902427,-35.540426,24.093382,0.958462,22.099806,0.992783,1.055534,0.291181
nq,NASDAQ-100,52w,score_sign,Negative,71,23.219827,23.339069,95.774648,-10.95742,-31.508403,12.852638,1.806619,22.099806,1.12002,0.682454,0.494952
nq,NASDAQ-100,52w,score_intensity,Mild Positive,60,18.904109,23.361512,73.333333,-12.801473,-28.910308,23.031198,0.820804,22.099806,-3.195697,-1.175335,0.239861
nq,NASDAQ-100,52w,score_intensity,Zero,225,23.092589,27.285958,85.333333,-10.902427,-35.540426,24.093382,0.958462,22.099806,0.992783,1.055534,0.291181
nq,NASDAQ-100,52w,score_intensity,Mild Negative,71,23.219827,23.339069,95.774648,-10.95742,-31.508403,12.852638,1.806619,22.099806,1.12002,0.682454,0.494952
nq,NASDAQ-100,52w,score_intensity,Risk-On,27,17.88944,15.842076,88.888889,-8.880784,-18.026951,18.672632,0.958057,22.099806,-4.210367,-1.197204,0.231227
nq,NASDAQ-100,52w,score_intensity,Extreme Positive,20,22.226017,24.295077,85.0,-6.809127,-28.139499,21.467627,1.035327,22.099806,0.126211,0.026942,0.978506
vix,VIX Futures,1d,regime,Mixed,456,2.307338,1.292101,57.236842,-2.009977,-19.77638,10.359421,0.222728,2.307338,0.0,,
vix,VIX Futures,1d,score_sign,Zero,456,2.307338,1.292101,57.236842,-2.009977,-19.77638,10.359421,0.222728,2.307338,0.0,,
vix,VIX Futures,1d,score_intensity,Zero,456,2.307338,1.292101,57.236842,-2.009977,-19.77638,10.359421,0.222728,2.307338,0.0,,
vix,VIX Futures,2d,regime,Mixed,456,2.078057,1.470787,56.798246,-3.391634,-28.627323,10.849778,0.19153,2.078057,0.0,,
vix,VIX Futures,2d,score_sign,Zero,456,2.078057,1.470787,56.798246,-3.391634,-28.627323,10.849778,0.19153,2.078057,0.0,,
vix,VIX Futures,2d,score_intensity,Zero,456,2.078057,1.470787,56.798246,-3.391634,-28.627323,10.849778,0.19153,2.078057,0.0,,
vix,VIX Futures,3d,regime,Mixed,456,1.688072,0.761764,52.850877,-4.729438,-35.115748,14.016028,0.120439,1.688072,0.0,,
vix,VIX Futures,3d,score_sign,Zero,456,1.688072,0.761764,52.850877,-4.729438,-35.115748,14.016028,0.120439,1.688072,0.0,,
vix,VIX Futures,3d,score_intensity,Zero,456,1.688072,0.761764,52.850877,-4.729438,-35.115748,14.016028,0.120439,1.688072,0.0,,
vix,VIX Futures,1w,regime,Mixed,456,1.696493,-0.881862,45.394737,-6.846608,-39.060972,17.85682,0.095005,1.696493,0.0,,
vix,VIX Futures,1w,score_sign,Zero,456,1.696493,-0.881862,45.394737,-6.846608,-39.060972,17.85682,0.095005,1.696493,0.0,,
vix,VIX Futures,1w,score_intensity,Zero,456,1.696493,-0.881862,45.394737,-6.846608,-39.060972,17.85682,0.095005,1.696493,0.0,,
vix,VIX Futures,2w,regime,Mixed,455,2.979472,-0.635386,48.791209,-9.780706,-45.629732,23.970304,0.124298,2.979472,0.0,,
vix,VIX Futures,2w,score_sign,Zero,455,2.979472,-0.635386,48.791209,-9.780706,-45.629732,23.970304,0.124298,2.979472,0.0,,
vix,VIX Futures,2w,score_intensity,Zero,455,2.979472,-0.635386,48.791209,-9.780706,-45.629732,23.970304,0.124298,2.979472,0.0,,
vix,VIX Futures,4w,regime,Mixed,453,6.135927,0.046361,50.110375,-13.106847,-51.038339,41.922198,0.146365,6.135927,0.0,,
vix,VIX Futures,4w,score_sign,Zero,453,6.135927,0.046361,50.110375,-13.106847,-51.038339,41.922198,0.146365,6.135927,0.0,,
vix,VIX Futures,4w,score_intensity,Zero,453,6.135927,0.046361,50.110375,-13.106847,-51.038339,41.922198,0.146365,6.135927,0.0,,
vix,VIX Futures,13w,regime,Mixed,443,10.016775,-2.818035,46.501129,-19.703659,-63.981461,57.238886,0.174999,10.016775,0.0,,
vix,VIX Futures,13w,score_sign,Zero,443,10.016775,-2.818035,46.501129,-19.703659,-63.981461,57.238886,0.174999,10.016775,0.0,,
vix,VIX Futures,13w,score_intensity,Zero,443,10.016775,-2.818035,46.501129,-19.703659,-63.981461,57.238886,0.174999,10.016775,0.0,,
vix,VIX Futures,26w,regime,Mixed,430,10.122533,-2.715367,46.744186,-23.383073,-68.6162,51.613552,0.196122,10.122533,0.0,,
vix,VIX Futures,26w,score_sign,Zero,430,10.122533,-2.715367,46.744186,-23.383073,-68.6162,51.613552,0.196122,10.122533,0.0,,
vix,VIX Futures,26w,score_intensity,Zero,430,10.122533,-2.715367,46.744186,-23.383073,-68.6162,51.613552,0.196122,10.122533,0.0,,
vix,VIX Futures,52w,regime,Mixed,404,14.982168,3.495077,53.465347,-27.175868,-74.534635,61.67306,0.242929,14.982168,0.0,,
vix,VIX Futures,52w,score_sign,Zero,404,14.982168,3.495077,53.465347,-27.175868,-74.534635,61.67306,0.242929,14.982168,0.0,,
vix,VIX Futures,52w,score_intensity,Zero,404,14.982168,3.495077,53.465347,-27.175868,-74.534635,61.67306,0.242929,14.982168,0.0,,
rty,Russell 2000,1d,regime,Mixed,138,0.148122,0.178465,56.521739,-0.376914,-3.325733,1.163122,0.127348,0.148122,0.0,,
rty,Russell 2000,1d,score_sign,Zero,138,0.148122,0.178465,56.521739,-0.376914,-3.325733,1.163122,0.127348,0.148122,0.0,,
rty,Russell 2000,1d,score_intensity,Zero,138,0.148122,0.178465,56.521739,-0.376914,-3.325733,1.163122,0.127348,0.148122,0.0,,
rty,Russell 2000,2d,regime,Mixed,138,0.191155,0.042426,51.449275,-0.64857,-3.862105,1.638217,0.116685,0.191155,0.0,,
rty,Russell 2000,2d,score_sign,Zero,138,0.191155,0.042426,51.449275,-0.64857,-3.862105,1.638217,0.116685,0.191155,0.0,,
rty,Russell 2000,2d,score_intensity,Zero,138,0.191155,0.042426,51.449275,-0.64857,-3.862105,1.638217,0.116685,0.191155,0.0,,
rty,Russell 2000,3d,regime,Mixed,138,0.379799,0.151026,53.623188,-0.843212,-4.916694,1.997033,0.190182,0.379799,0.0,,
rty,Russell 2000,3d,score_sign,Zero,138,0.379799,0.151026,53.623188,-0.843212,-4.916694,1.997033,0.190182,0.379799,0.0,,
rty,Russell 2000,3d,score_intensity,Zero,138,0.379799,0.151026,53.623188,-0.843212,-4.916694,1.997033,0.190182,0.379799,0.0,,
rty,Russell 2000,1w,regime,Mixed,138,0.282437,0.216077,55.072464,-1.380812,-9.69915,2.708436,0.10428,0.282437,0.0,,
rty,Russell 2000,1w,score_sign,Zero,138,0.282437,0.216077,55.072464,-1.380812,-9.69915,2.708436,0.10428,0.282437,0.0,,
rty,Russell 2000,1w,score_intensity,Zero,138,0.282437,0.216077,55.072464,-1.380812,-9.69915,2.708436,0.10428,0.282437,0.0,,
rty,Russell 2000,2w,regime,Mixed,137,0.619436,0.436462,56.934307,-2.126007,-12.977015,3.889714,0.15925,0.619436,0.0,,
rty,Russell 2000,2w,score_sign,Zero,137,0.619436,0.436462,56.934307,-2.126007,-12.977015,3.889714,0.15925,0.619436,0.0,,
rty,Russell 2000,2w,score_intensity,Zero,137,0.619436,0.436462,56.934307,-2.126007,-12.977015,3.889714,0.15925,0.619436,0.0,,
rty,Russell 2000,4w,regime,Mixed,134,1.438555,1.605529,63.432836,-3.123236,-14.403155,5.354151,0.26868,1.438555,0.0,,
rty,Russell 2000,4w,score_sign,Zero,134,1.438555,1.605529,63.432836,-3.123236,-14.403155,5.354151,0.26868,1.438555,0.0,,
rty,Russell 2000,4w,score_intensity,Zero,134,1.438555,1.605529,63.432836,-3.123236,-14.403155,5.354151,0.26868,1.438555,0.0,,
rty,Russell 2000,13w,regime,Mixed,125,4.570036,4.280949,75.2,-5.509416,-23.704145,8.682478,0.526352,4.570036,0.0,,
rty,Russell 2000,13w,score_sign,Zero,125,4.570036,4.280949,75.2,-5.509416,-23.704145,8.682478,0.526352,4.570036,0.0,,
rty,Russell 2000,13w,score_intensity,Zero,125,4.570036,4.280949,75.2,-5.509416,-23.704145,8.682478,0.526352,4.570036,0.0,,
rty,Russell 2000,26w,regime,Mixed,112,9.024664,10.757922,79.464286,-8.119322,-27.683563,11.155963,0.808954,9.024664,0.0,,
rty,Russell 2000,26w,score_sign,Zero,112,9.024664,10.757922,79.464286,-8.119322,-27.683563,11.155963,0.808954,9.024664,0.0,,
rty,Russell 2000,26w,score_intensity,Zero,112,9.024664,10.757922,79.464286,-8.119322,-27.683563,11.155963,0.808954,9.024664,0.0,,
rty,Russell 2000,52w,regime,Mixed,85,16.417605,12.801144,91.764706,-12.577835,-27.683563,15.515766,1.058124,16.417605,0.0,,
rty,Russell 2000,52w,score_sign,Zero,85,16.417605,12.801144,91.764706,-12.577835,-27.683563,15.515766,1.058124,16.417605,0.0,,
rty,Russell 2000,52w,score_intensity,Zero,85,16.417605,12.801144,91.764706,-12.577835,-27.683563,15.515766,1.058124,16.417605,0.0,,
dow,Dow Jones,1d,regime,Mixed,456,0.033358,0.075387,55.263158,-0.371057,-12.926546,1.298412,0.025691,0.033358,0.0,,
dow,Dow Jones,1d,score_sign,Zero,456,0.033358,0.075387,55.263158,-0.371057,-12.926546,1.298412,0.025691,0.033358,0.0,,
dow,Dow Jones,1d,score_intensity,Zero,456,0.033358,0.075387,55.263158,-0.371057,-12.926546,1.298412,0.025691,0.033358,0.0,,
dow,Dow Jones,2d,regime,Mixed,456,0.121906,0.149493,55.921053,-0.582033,-12.926546,1.483096,0.082197,0.121906,0.0,,
dow,Dow Jones,2d,score_sign,Zero,456,0.121906,0.149493,55.921053,-0.582033,-12.926546,1.483096,0.082197,0.121906,0.0,,
dow,Dow Jones,2d,score_intensity,Zero,456,0.121906,0.149493,55.921053,-0.582033,-12.926546,1.483096,0.082197,0.121906,0.0,,
dow,Dow Jones,3d,regime,Mixed,456,0.162609,0.148329,55.04386,-0.778933,-14.175594,2.008134,0.080975,0.162609,0.0,,
dow,Dow Jones,3d,score_sign,Zero,456,0.162609,0.148329,55.04386,-0.778933,-14.175594,2.008134,0.080975,0.162609,0.0,,
dow,Dow Jones,3d,score_intensity,Zero,456,0.162609,0.148329,55.04386,-0.778933,-14.175594,2.008134,0.080975,0.162609,0.0,,
dow,Dow Jones,1w,regime,Mixed,456,0.203811,0.226204,54.385965,-1.150877,-18.032863,2.533488,0.080447,0.203811,0.0,,
dow,Dow Jones,1w,score_sign,Zero,456,0.203811,0.226204,54.385965,-1.150877,-18.032863,2.533488,0.080447,0.203811,0.0,,
dow,Dow Jones,1w,score_intensity,Zero,456,0.203811,0.226204,54.385965,-1.150877,-18.032863,2.533488,0.080447,0.203811,0.0,,
dow,Dow Jones,2w,regime,Mixed,455,0.394714,0.537968,60.0,-1.816093,-25.868378,3.361527,0.117421,0.394714,0.0,,
dow,Dow Jones,2w,score_sign,Zero,455,0.394714,0.537968,60.0,-1.816093,-25.868378,3.361527,0.117421,0.394714,0.0,,
dow,Dow Jones,2w,score_intensity,Zero,455,0.394714,0.537968,60.0,-1.816093,-25.868378,3.361527,0.117421,0.394714,0.0,,
dow,Dow Jones,4w,regime,Mixed,452,0.766342,1.439331,64.60177,-2.772396,-33.865517,4.854183,0.157872,0.766342,0.0,,
dow,Dow Jones,4w,score_sign,Zero,452,0.766342,1.439331,64.60177,-2.772396,-33.865517,4.854183,0.157872,0.766342,0.0,,
dow,Dow Jones,4w,score_intensity,Zero,452,0.766342,1.439331,64.60177,-2.772396,-33.865517,4.854183,0.157872,0.766342,0.0,,
dow,Dow Jones,13w,regime,Mixed,443,2.502908,2.862655,68.171558,-5.119258,-36.758014,7.194488,0.347892,2.502908,0.0,,
dow,Dow Jones,13w,score_sign,Zero,443,2.502908,2.862655,68.171558,-5.119258,-36.758014,7.194488,0.347892,2.502908,0.0,,
dow,Dow Jones,13w,score_intensity,Zero,443,2.502908,2.862655,68.171558,-5.119258,-36.758014,7.194488,0.347892,2.502908,0.0,,
dow,Dow Jones,26w,regime,Mixed,430,5.05775,5.224321,73.953488,-7.395125,-36.758014,8.965644,0.564126,5.05775,0.0,,
dow,Dow Jones,26w,score_sign,Zero,430,5.05775,5.224321,73.953488,-7.395125,-36.758014,8.965644,0.564126,5.05775,0.0,,
dow,Dow Jones,26w,score_intensity,Zero,430,5.05775,5.224321,73.953488,-7.395125,-36.758014,8.965644,0.564126,5.05775,0.0,,
dow,Dow Jones,52w,regime,Mixed,403,10.333682,9.784707,79.652605,-10.740127,-36.758014,12.775976,0.808837,10.333682,0.0,,
dow,Dow Jones,52w,score_sign,Zero,403,10.333682,9.784707,79.652605,-10.740127,-36.758014,12.775976,0.808837,10.333682,0.0,,
dow,Dow Jones,52w,score_intensity,Zero,403,10.333682,9.784707,79.652605,-10.740127,-36.758014,12.775976,0.808837,10.333682,0.0,,
gold,Gold,1d,regime,Mixed,456,0.011903,0.013875,50.657895,-0.398059,-4.985394,1.155931,0.010297,0.011903,0.0,,
gold,Gold,1d,score_sign,Zero,456,0.011903,0.013875,50.657895,-0.398059,-4.985394,1.155931,0.010297,0.011903,0.0,,
gold,Gold,1d,score_intensity,Zero,456,0.011903,0.013875,50.657895,-0.398059,-4.985394,1.155931,0.010297,0.011903,0.0,,
gold,Gold,2d,regime,Mixed,456,0.085718,0.065865,51.535088,-0.640994,-4.985394,1.602616,0.053486,0.085718,0.0,,
gold,Gold,2d,score_sign,Zero,456,0.085718,0.065865,51.535088,-0.640994,-4.985394,1.602616,0.053486,0.085718,0.0,,
gold,Gold,2d,score_intensity,Zero,456,0.085718,0.065865,51.535088,-0.640994,-4.985394,1.602616,0.053486,0.085718,0.0,,
gold,Gold,3d,regime,Mixed,456,0.193077,0.119412,52.631579,-0.776611,-5.314641,1.812408,0.106531,0.193077,0.0,,
gold,Gold,3d,score_sign,Zero,456,0.193077,0.119412,52.631579,-0.776611,-5.314641,1.812408,0.106531,0.193077,0.0,,
gold,Gold,3d,score_intensity,Zero,456,0.193077,0.119412,52.631579,-0.776611,-5.314641,1.812408,0.106531,0.193077,0.0,,
gold,Gold,1w,regime,Mixed,456,0.295063,0.313993,56.578947,-1.096438,-9.617328,2.341274,0.126027,0.295063,0.0,,
gold,Gold,1w,score_sign,Zero,456,0.295063,0.313993,56.578947,-1.096438,-9.617328,2.341274,0.126027,0.295063,0.0,,
gold,Gold,1w,score_intensity,Zero,456,0.295063,0.313993,56.578947,-1.096438,-9.617328,2.341274,0.126027,0.295063,0.0,,
gold,Gold,2w,regime,Mixed,455,0.596546,0.360382,56.263736,-1.628249,-13.540912,3.159377,0.188817,0.596546,0.0,,
gold,Gold,2w,score_sign,Zero,455,0.596546,0.360382,56.263736,-1.628249,-13.540912,3.159377,0.188817,0.596546,0.0,,
gold,Gold,2w,score_intensity,Zero,455,0.596546,0.360382,56.263736,-1.628249,-13.540912,3.159377,0.188817,0.596546,0.0,,
gold,Gold,4w,regime,Mixed,452,1.206349,0.707584,57.522124,-2.310834,-16.60855,4.453056,0.270904,1.206349,0.0,,
gold,Gold,4w,score_sign,Zero,452,1.206349,0.707584,57.522124,-2.310834,-16.60855,4.453056,0.270904,1.206349,0.0,,
gold,Gold,4w,score_intensity,Zero,452,1.206349,0.707584,57.522124,-2.310834,-16.60855,4.453056,0.270904,1.206349,0.0,,
gold,Gold,13w,regime,Mixed,443,3.917258,3.52894,66.365688,-3.825013,-18.722962,8.299885,0.471965,3.917258,0.0,,
gold,Gold,13w,score_sign,Zero,443,3.917258,3.52894,66.365688,-3.825013,-18.722962,8.299885,0.471965,3.917258,0.0,,
gold,Gold,13w,score_intensity,Zero,443,3.917258,3.52894,66.365688,-3.825013,-18.722962,8.299885,0.471965,3.917258,0.0,,
gold,Gold,26w,regime,Mixed,430,8.53301,8.359599,74.186047,-4.724228,-23.929569,12.520459,0.681525,8.53301,0.0,,
gold,Gold,26w,score_sign,Zero,430,8.53301,8.359599,74.186047,-4.724228,-23.929569,12.520459,0.681525,8.53301,0.0,,
gold,Gold,26w,score_intensity,Zero,430,8.53301,8.359599,74.186047,-4.724228,-23.929569,12.520459,0.681525,8.53301,0.0,,
gold,Gold,52w,regime,Mixed,403,19.65203,18.376475,81.389578,-5.024556,-17.896697,19.522643,1.006628,19.65203,0.0,,
gold,Gold,52w,score_sign,Zero,403,19.65203,18.376475,81.389578,-5.024556,-17.896697,19.522643,1.006628,19.65203,0.0,,
gold,Gold,52w,score_intensity,Zero,403,19.65203,18.376475,81.389578,-5.024556,-17.896697,19.522643,1.006628,19.65203,0.0,,
